ma_san_pham,ten_san_pham,avg_so_sao,total_positive,total_negative,most_popular_positive_word,most_popular_negative_word
422201354,Dầu Tẩy Trang Freeplus Tinh Chất Serum Dịu Nhẹ 100ml,5.0,1,0,thích,
422201366,Sữa Dưỡng Ẩm Freeplus Dịu Nhẹ #1 Tươi Mát Da 100ml,5.0,2,0,thích,
422201374,Tẩy Da Chết Môi Cocoon Từ Cà Phê Đắk Lắk 5g,4.6923076923076925,11,2,tốt,chán
422201448,"Serum Bio-essence Dưỡng Ẩm, Phục Hồi Da 30ml",5.0,11,0,tốt,
422201504,Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,4.666666666666667,12,2,thích,khó_chịu
422201700,Mặt Nạ Some By Mi Đất Sét Trà Xanh Thu Nhỏ Lỗ Chân Lông 100g,4.1,9,2,ổn,khó_chịu
422201725,Kem Dưỡng B.O.M Chiết Xuất 8 Loại Trà Cấp Ẩm Da 50g,5.0,10,1,thích,thất_vọng
422201822,Bông Tẩy Trang LilyBell Lilian Puff Cotton 222 Miếng,5.0,5,0,tốt,
422202025,Tẩy Da Chết Mặt Cocoon Cà Phê Đắk Lắk 150ml,5.0,0,0,,
422202045,Combo Tẩy Da Chết Mặt Cocoon Cà Phê Đắk Lắk 2x150ml,4.6,2,0,tốt,
422202151,Nước Tẩy Trang Nivea Ngăn Ngừa Mụn 400ml,5.0,1,0,tốt,
422202153,Nước Tẩy Trang Nivea Dưỡng Sáng Da 400ml,4.75,4,0,ổn,
422202168,Combo Hada Labo Kem Rửa Mặt & Lotion Dưỡng Ẩm Da Thường,5.0,2,0,tốt,
422202216,Máy Rửa Mặt Emmié Hỗ Trợ Sạch Sâu Màu So Sweet (Limited),5.0,2,0,nhanh,
422202253,Mặt Nạ Naruko Ý Dĩ Nhân Đỏ Dưỡng Sáng Da 25ml (Mới),4.0,14,3,tốt,khó_chịu
422202362,"Sữa Rửa Mặt Hatomugi Tẩy Trang, Hỗ Trợ Sáng Da 130g",4.166666666666667,0,0,,
422202421,Nước Sữa Tẩy Trang Senka 2 Lớp Sạch Sâu & Dịu Mát 230ml,5.0,4,2,thích,không_hợp
422202569,Sữa Rửa Mặt Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 400ml,4.375,11,3,tốt,khó_chịu
422202579,"Kem Dưỡng Angel's Liquid Dưỡng Sáng Da, Mờ Thâm Nám 50ml",4.357142857142857,20,0,tốt,
422202580,"Ampoule Angel's Liquid Dưỡng Sáng Da, Mờ Thâm Nám 30ml",4.615384615384615,30,4,tốt,khó_chịu
422202629,"Serum Skin1004 Cấp Ẩm, Làm Dịu & Dưỡng Sáng Da 50ml",4.7,9,1,ổn,không_hợp
422202632,"Kem Dưỡng Bio-essence Cấp Ẩm Sâu, Ngăn Bụi Bẩn 50g",4.9,11,0,tốt,
422203143,Gel Chống Nắng Sunplay Dưỡng Da Khi Vận Động Mạnh 30g,3.6666666666666665,0,3,,tệ
422203145,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.107142857142857,24,3,tốt,khó_chịu
422203146,Sữa Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.7,9,3,tốt,chậm
422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",4.6,2,1,ổn,chậm
422203182,"Mặt Nạ BNBG Tràm Trà Giúp Thải Độc Da, Giảm Mụn 30ml",4.666666666666667,10,1,tốt,không_tốt
422203282,Serum Paula's Choice Se Khít Lỗ Chân Lông Tối Ưu 20ml,4.25,1,0,hiệu_quả,
422203300,Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.583333333333333,10,1,tốt,không_thích
422203301,Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng,5.0,10,1,thích,không_thích
422203302,Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 210 miếng,4.777777777777778,6,0,thích,
422203321,Gel Rửa Mặt Cocoon Chiết Xuất Từ Hoa Hồng 140ml,5.0,2,0,hài_lòng,
422203371,Tinh Chất Chống Nắng Bioré UV Sáng Rạng Rỡ 70g,4.5,4,0,tốt,
422203449,Chấm Mụn Neogen Dermalogy Hỗ Trợ Giảm Sưng Viêm 15ml,4.5,7,0,tốt,
422203506,"Sữa Rửa Mặt Hatomugi Tạo Bọt Hỗ Trợ Dưỡng Ẩm, Sáng Da 160ml",4.125,6,0,tốt,
422203510,"Sữa Rửa Mặt Hatomugi Ý Dĩ Hỗ Trợ Ngừa Mụn, Sáng Da 130g",4.5,3,1,tốt,không_tốt
422203542,Nước Cân Bằng Cocoon Chiết Xuất Từ Nghệ Hưng Yên 140ml,4.0,4,0,thích,
422203609,Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 30ml,4.833333333333333,13,3,tốt,không_thích
422203617,Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 75ml,4.8,10,0,tốt,
422203645,Combo Simple Chăm Sóc Cho Da Sạch Khỏe Đàn Hồi 3 Món,5.0,5,0,cẩn_thận,
422203671,Mặt Nạ Nghệ Hưng Yên Cocoon Giúp Da Rạng Rỡ Mịn Màng 30ml,5.0,4,0,tốt,
422203776,Combo 4 Bông Tẩy Trang Ipek 150 Miếng,2.857142857142857,4,0,tốt,
422203807,Combo 2 Bông Tẩy Trang Ipek 150 Miếng,3.4,11,4,thích,không_chắc_chắn
422203809,Combo 3 Bông Tẩy Trang Ipek 150 Miếng,3.4285714285714284,17,5,tốt,tệ
422203901,Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,4.5,4,0,tốt,
422203976,Serum Vichy 89 Khoáng Chất Phục Hồi Chuyên Sâu 75ml,4.75,6,0,tốt,
422203979,"Kem Dưỡng Ẩm Klairs Cho Da Khô, Nhạy Cảm 80ml",4.7,10,0,tốt,
422204027,Kem Chống Nắng L'Oreal Mịn Nhẹ Nâng Tông Giảm Thâm 50ml,3.5,3,1,tốt,khó_chịu
422204028,Kem Chống Nắng L'Oreal Mịn Nhẹ Kiềm Dầu Thoáng Mịn Da 50ml,4.25,4,4,tốt,chán
422204167,"Kem Dưỡng Avène Làm Lành Da Nội Sinh, Ngừa Nhiễm Khuẩn 40ml",4.625,7,1,ổn,không_hợp
422204231,Serum Balance Active Formula Ngừa Mụn Mờ Thâm 30ml,4.542857142857143,27,5,tốt,kém
422204259,Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu 400ml,4.111111111111111,19,4,tốt,thất_vọng
422204281,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp),5.0,4,0,thích,
422204388,"Kem Chống Nắng Caryophy Nâng Tone, Ngừa Mụn 50ml",4.538461538461538,7,4,tốt,tệ
422204576,Nước Tẩy Trang Chacott for Professionals 500ml,3.909090909090909,8,4,tốt,khó_chịu
422204657,Nước Tẩy Trang Cocoon Bí Đao Làm Sạch & Giảm Dầu 140ml,4.555555555555555,4,1,thích,tệ
422204659,Mặt Nạ Nghệ Hưng Yên Cocoon Giúp Da Rạng Rỡ Mịn Màng 100ml,5.0,5,0,tốt,
422204775,Nước Dưỡng Da Chinoshio Dokudami Chiết Xuất Lá Diếp Cá 500ml,4.75,11,0,tốt,
422204777,Kem Chống Nắng Hatomugi Dưỡng Ẩm & Làm Sáng Da 80g,4.714285714285714,6,1,tốt,tệ
422204787,Mặt Nạ Mediheal Hỗ Trợ Dưỡng Da Sáng Mịn & Đều Màu 20ml,5.0,3,0,ổn,
422204795,"Gel Rửa Mặt Cosrx Tràm Trà, 0.5% BHA Có Độ pH Thấp 150ml",4.625,98,5,tốt,không_hợp
422204884,Combo 2 Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,5.0,10,0,thích,
422204902,Serum Garnier Tăng Cường Sáng Da Mờ Thâm 30ml,4.428571428571429,4,1,tốt,khó_chịu
422204904,Nước Tẩy Trang Garnier Làm Sạch Sâu Lớp Trang Điểm 400ml,4.857142857142857,4,0,tốt,
422204906,Nước Tẩy Trang Garnier Vitamin C Làm Sáng Da 400ml,4.1,9,0,tốt,
422204910,Nước Tẩy Trang Garnier Dành Cho Da Nhạy Cảm 400ml,4.75,7,0,tốt,
422204914,Mặt Nạ Garnier Vitamin C & Salicylic Acid Giảm Mụn 23g,5.0,1,0,ổn,
422204947,Combo 3 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,4.428571428571429,6,2,chất_lượng,tệ
422205053,"Tinh Chất Bí Đao Cocoon Làm Giảm Mụn, Mờ Thâm 70ml",4.0,2,3,ổn,không_hợp
422205122,Serum B.O.M Từ 8 Loại Trà Làm Dịu & Cấp Ẩm Da 38ml,5.0,14,2,tốt,chán
422205151,Kem Dưỡng Eucerin Sáng Da Ban Ngày 50ml,5.0,1,0,cải_thiện,
422205152,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml,5.0,1,0,ổn,
422205160,Hộp 10 Miếng Mặt Nạ Naruko Bạch Ngọc Lan Săn Chắc Da 30ml/M,4.384615384615385,14,1,dễ_dàng,kém
422205162,Hộp 10 Miếng Mặt Nạ Naruko Hoa Hồng Nhung Cấp Nước 25ml/M,4.0,14,5,thích,kém
422205163,Hộp 10 Miếng Mặt Nạ Naruko Ý Dĩ Nhân Đỏ Se Lỗ Chân Lông,4.5,8,0,tốt,
422205164,Hộp 10 Miếng Mặt Nạ Naruko Ý Dĩ Nhân Đỏ Sáng Da Mới 25ml/M,4.7272727272727275,6,2,tốt,thất_vọng
422205181,Combo 2 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,5.0,0,0,,
422205345,"Serum Care:Nel Làm Sáng Da, Giảm Mụn Thâm 30ml",5.0,5,1,tốt,chậm
422205346,Mặt Nạ Ngủ Môi Care:Nel Chiết Xuất Quả Lựu 5g,5.0,1,2,thích,chán
422205375,"Gel Chấm Mụn Oxy Hỗ Trợ Sạch Mụn, Mờ Thâm 10g",5.0,1,0,tốt,
422205629,"Mặt Nạ Dưỡng Da Some By Mi Cica Giảm Kích Ứng, Dịu Da 20g",5.0,0,0,,
422205635,Mặt Nạ Dưỡng Da Some By Mi Tràm Trà Làm Dịu Da Mụn 20g,5.0,0,0,,
422205637,Mặt Nạ Dưỡng Da Some By Mi AHA-BHA-PHA Tẩy Tế Bào Chết 20g,4.0,1,0,tốt,
422205673,Kem Dưỡng Cocoon Dạng Thạch Bí Đao Giảm Dầu & Mụn 30ml,4.5,7,2,tốt,không_hợp
422205804,Mặt Nạ Nature Republic Chiết Xuất Cam Dưỡng Sáng Da 23ml,1.0,0,1,,tệ
422205805,Mặt Nạ Nature Republic Chiết Xuất Lô Hội Làm Dịu Da 23ml,5.0,0,0,,
422205806,Mặt Nạ Nature Republic Chiết Xuất Hoa Hồng Cấp Ẩm Da 23ml,5.0,2,0,thích,
422205807,Mặt Nạ Nature Republic Chiết Xuất Tre Cấp Nước 23ml,5.0,3,1,thích,khó_chịu
422205808,Mặt Nạ Nature Republic Chiết Xuất Hoa Cúc Làm Dịu Da 23ml,5.0,0,0,,
422205809,Mặt Nạ Nature Republic Chiết Xuất Cà Chua Sáng Da 23ml,5.0,0,0,,
422205810,Mặt Nạ Nature Republic Chiết Xuất Tràm Trà Giảm Mụn 23ml,5.0,2,0,tốt,
422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.833333333333333,5,0,tốt,
422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.75,3,0,tốt,
422205884,Kem Dưỡng Angel's Liquid Làm Mờ Nám Chuyên Sâu 50ml,5.0,0,0,,
422205888,Xịt Khoáng Cocoon Nghệ Hưng Yên Giúp Sáng Da 130ml,5.0,3,0,thích,
422205932,[Mini] Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 100ml,1.0,0,0,,
422206035,Kem Dưỡng Olay Ban Ngày Sáng Da Chống Tia UV SPF15 PA++ 50g,5.0,5,0,tốt,
422206042,Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Bơ & Mật Ong 170g,4.166666666666667,4,0,tốt,
422206043,Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Hoa Hồng & Lô Hội 170g,4.888888888888889,6,0,tốt,
422206100,Mặt Nạ Foodaholic Arbutin Dưỡng Sáng & Làm Đều Màu Da 23ml,5.0,3,0,tốt,
422206101,Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23ml,5.0,8,0,tốt,
422206102,Mặt Nạ Foodaholic Peptide Hỗ Trợ Trẻ Hoá & Mờ Nếp Nhăn 23ml,5.0,0,0,,
422206103,Mặt Nạ Foodaholic Retinol Giảm Mụn & Tái Tạo Da 23ml,5.0,1,0,tốt,
422206149,Combo 4 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,4.0,2,0,tốt,
422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.363636363636363,12,1,tốt,tệ
422206421,Kem Chống Nắng Hatomugi Nâng Tông & Dưỡng Ẩm Da 70g,3.5,2,0,chất_lượng,
422206512,"Serum Teana Dưỡng Sáng Da, Mờ Thâm Nám 2ml x 10 Ống",5.0,1,0,thích,
422206513,"Serum Teana Giảm & Ngừa Mụn Ẩn, Mụn Viêm 2ml x 10 Ống",4.0,1,1,ổn,tệ
422206537,Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 75ml,4.903225806451613,25,1,ổn,không_thích
422206541,Sữa Rửa Mặt Eucerin Tạo Bọt Làm Sáng Da 50g,5.0,2,0,thích,
422206583,Nước Tẩy Trang Bioré Hoàn Hảo Sạch Nhờn 400ml,5.0,0,0,,
422206644,Kem Dưỡng L'Oreal Paris Sáng Mịn Mờ Thâm Nám Ban Ngày 50ml,3.5,2,0,tốt,
422206645,Kem Dưỡng L'Oreal Paris Sáng Mịn Mờ Thâm Nám Ban Đêm 50ml,4.714285714285714,12,0,tốt,
422206648,Nước Tẩy Trang L'Oreal Căng Mịn Da 400ml,4.514285714285714,20,5,tốt,chán
422206798,"Combo 3 Mặt Nạ Caryophy Giảm Mụn, Thâm & Dưỡng Ẩm Da 22g",5.0,1,0,tốt,
422206806,Tẩy Da Chết Môi Cocoon Từ Cà Phê Đắk Lắk (Không Hộp) 5g,3.0,0,0,,
422206823,Mặt Nạ Banobagi Bổ Sung Vitamin C Làm Sáng Da 30ml (Bạc),5.0,0,0,,
422206972,"Mặt Nạ Sinh Học Emmié Phục Hồi, Dịu Da 23g",5.0,2,0,thích,
422207020,Sữa Rửa Mặt The Lab Tạo Bọt Sạch Sâu & Dưỡng Ẩm Da 120ml,5.0,1,0,thích,
422207023,"Dung Dịch Hada Labo Dưỡng Ẩm Tối Ưu Da Thường, Khô 40ml",5.0,2,0,ổn,
422207148,Mặt Nạ Banobagi Dưỡng Sáng Và Chăm Sóc Da Mụn 30g (Hồng),5.0,1,0,tốt,
422207150,"Mặt Nạ Banobagi Dưỡng Sáng, Làm Săn Chắc Da 30g (Tím)",3.0,1,3,rất_hợp,không_hợp
422207161,Bộ Sản Phẩm Hada Labo Dưỡng Sáng Da 3 Món,5.0,0,0,,
422207283,Kem Chống Nắng Eucerin Kiềm Dầu (Có Màu) 50ml,4.541666666666667,22,6,tốt,chán
422207323,Sữa Chống Nắng La Roche-Posay Bảo Vệ Khỏi Tia UVA Dài 50ml,4.5,2,2,chất_lượng,không_hợp
422207400,Sữa Rửa Mặt Hazeline Ngừa Mụn Dịu Nhẹ Matcha Tràm Trà 100g,5.0,0,0,,
422207401,Sữa Rửa Mặt Hazeline Giảm Mụn Chiết Xuất Nghệ Hoa Cúc 100g,5.0,0,2,,kém
422207413,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.447368421052632,40,4,tốt,khó_chịu
422207414,Sữa Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.7368421052631575,19,1,tốt,khó_chịu
422207417,Miếng Dán Mụn Acnes Giúp Giảm Mụn Sưng Viêm 48 Miếng,4.625,7,6,tốt,chán
422207423,Combo 2 Sữa Rửa Mặt Cetaphil Dịu Nhẹ Không Xà Phòng 59ml,3.0,1,1,chất_lượng,chậm
422207562,Combo 2 Nước Tẩy Trang Cocoon Bí Đao Làm Sạch & Giảm Dầu 140ml,4.0,4,0,tốt,
422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,5.0,4,0,tốt,
422207655,Serum B.O.M Ngăn Ngừa Mụn Đỏ 30ml,5.0,4,0,tốt,
422207731,Bột Thảo Dược Milaganics Dưỡng Sáng Da 100g,5.0,0,0,,
422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.846153846153846,14,0,tốt,
422207787,"Combo Mặt Nạ Banobagi Bổ Sung Collagen, Mờ Nám 30gx10",5.0,3,0,tốt,
422207791,"Mặt Nạ Banobagi Dưỡng Sáng, Nâng Tông Da 30gx10 Miếng",5.0,2,0,tuyệt_vời,
422207794,"Mặt Nạ Banobagi Dưỡng Sáng, Săn Chắc Da 30gx10 Miếng",5.0,1,0,tốt,
422207799,Sữa Rửa Mặt Milaganics Tràm Trà Nano Nghệ Ngừa Mụn 135ml,4.75,5,0,thích,
422207807,Kem Dưỡng Ẩm Milaganics Tinh Dầu Tràm Trà Cho Da Mụn 50g,4.7,10,2,tốt,không_đáng
422207808,"Dầu Olive Milaganics Nguyên Chất Dưỡng Da, Dưỡng Tóc 250ml",5.0,1,0,thư_giãn,
422207810,"Toner Milaganics Hoa Cúc & AHA Ngừa Mụn, Giảm Dầu 250ml",4.0,6,0,tốt,
422207812,Combo Cocoon Big Size Tẩy Da Chết Toàn Thân 600ml & Mặt Từ Cà Phê Đắk Lắk 150ml,4.852941176470588,32,0,ổn,
422207815,"Bột Đậu Đỏ Milaganics Ngừa Mụn, Dưỡng Sáng Da 100g (Hũ)",4.75,3,1,tốt,khó_chịu
422207826,Combo Kem Dưỡng Neutrogena Cấp Nước Cho Da Dầu 50g+15g,5.0,6,0,tốt,
422207844,"Serum oh!oh! Dưỡng Sáng Da, Giảm Thâm Nám 30ml",5.0,2,0,tốt,
422207865,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 125ml (Mới),4.25,3,2,tốt,thất_vọng
422207866,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 250ml (Mới),4.0,0,1,,khó_chịu
422208157,Kem Chống Nắng Cell Fusion C Nâng Tông Da 50ml,4.0,2,1,cải_thiện,không_hợp
422208181,"Gel Dưỡng Megaduo Plus Giảm Mụn, Mờ Thâm 15g",4.806451612903226,37,4,tốt,chậm
422208183,Kem Chống Nắng Cell Fusion C Nâng Tông Da Tuýp 10ml,4.5,1,1,tốt,không_hợp
422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,11,0,tốt,
422208242,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,4.8,2,1,tốt,chậm
422208327,Serum Caryophy Phục Hồi Và Tái Tạo Da 50ml (HSD: 06/2025),5.0,2,0,tốt,
422208328,"Serum oh!oh! Dưỡng Sáng Da, Giảm Thâm Nám 10ml",5.0,3,0,hiệu_quả,
422208345,Kem Chống Nắng Hatomugi Nâng Tông & Dưỡng Ẩm Da 70g (Xanh Bạc Hà),4.25,6,4,tốt,không_thích
422208764,Dầu Tẩy Trang Curél Cấp Ẩm Chuyên Sâu 150ml,5.0,1,0,ghiền,
422208781,"Gel Mờ Sẹo Scarz Làm Phẳng, Đều Màu Da Chuyên Sâu 9g",5.0,2,0,hiệu_quả,
422208807,[Mini] Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu 95ml,4.695652173913044,11,5,chất_lượng,khó_chịu
422208859,Sữa Rửa Mặt Bio-essence Dưỡng Sáng Da 100g,4.0,1,1,thích,không_thích
422208910,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 1000ml (Mới),4.6,2,0,tốt,
422208913,"Serum Garnier Giảm Mụn Mờ Thâm Cho Da Dầu, Mụn 30ml",4.764705882352941,20,2,tốt,không_đáng
